0	2.8673500000	1.0573000000	0.4500000000
1	1.2157800000	2.9070000000	0.7900000000
2	0.9912800000	2.2900000000	0.6000000000
3	1.2280000000	2.8076000000	0.8400000000
4	0.9771300000	2.5235000000	0.5500000000
5	1.0815200000	2.6732000000	0.7700000000
6	0.9455800000	2.5144000000	0.7800000000
7	1.2966100000	2.8326000000	0.9500000000
8	0.9374600000	2.8642000000	0.5400000000
9	1.0589800000	2.9236000000	0.7300000000
10	0.9330300000	2.7830000000	0.6700000000
11	1.1768200000	2.8853000000	0.9100000000
12	0.9319500000	2.8708000000	0.6800000000
13	1.0530600000	2.9382000000	0.8900000000
14	0.9337100000	2.8661000000	0.8600000000
15	1.3975500000	3.0356000000	1.1000000000
16	0.9360300000	3.2681000000	0.5700000000
17	1.0759600000	3.3551000000	0.7100000000
18	0.9265900000	3.2188000000	0.6900000000
19	1.1665500000	3.1651000000	0.8700000000
20	0.9434700000	3.2388000000	0.7100000000
21	1.0547400000	3.1482000000	0.8900000000
22	0.9327300000	3.1066000000	0.8600000000
23	1.2734400000	3.1333000000	1.0400000000
24	0.9273500000	3.2724000000	0.7400000000
25	1.0538900000	3.1816000000	0.8800000000
26	0.9304500000	3.2447000000	0.8600000000
27	1.2270400000	3.1261000000	1.0600000000
28	0.9265900000	3.1979000000	0.8800000000
29	1.0586900000	3.1553000000	1.0500000000
30	0.9259100000	3.1498000000	1.0300000000
31	3.1346700000	3.2538000000	1.1900000000
32	1.0305500000	3.6493000000	0.5700000000
33	1.0777300000	3.5624000000	0.7900000000
34	0.9571800000	3.5716000000	0.7400000000
35	1.1781400000	3.5137000000	0.9300000000
36	0.9621600000	3.6305000000	0.8000000000
37	1.0505800000	3.5325000000	0.9800000000
38	0.9340200000	3.5517000000	0.9200000000
39	1.2718100000	3.3883000000	1.0700000000
40	0.9339200000	3.5655000000	0.7700000000
41	1.0473400000	3.5058000000	0.9100000000
42	0.9305600000	3.5251000000	0.9400000000
43	1.1654800000	3.4161000000	1.1100000000
44	0.9352400000	3.5302000000	0.9000000000
45	1.0438400000	3.4297000000	1.0600000000
46	0.9399600000	3.4787000000	1.0700000000
47	1.3779000000	3.3622000000	1.2300000000
48	0.9445100000	3.6257000000	0.7900000000
49	1.0466300000	3.5724000000	0.9100000000
50	0.9318400000	3.6148000000	0.9400000000
51	1.1577700000	3.4156000000	1.0800000000
52	0.9496900000	3.5510000000	0.9500000000
53	1.0468600000	3.4982000000	1.0800000000
54	0.9278800000	3.5784000000	1.0600000000
55	1.2671500000	3.3106000000	1.2700000000
56	0.9301700000	3.5935000000	0.9100000000
57	1.0501400000	3.5257000000	1.0500000000
58	0.9295700000	3.5601000000	1.0600000000
59	1.2248800000	3.3556000000	1.2700000000
60	0.9273000000	3.5611000000	1.0700000000
61	1.0512500000	3.5264000000	1.2100000000
62	0.9438400000	3.5377000000	1.1900000000
63	1.6305000000	3.4656000000	1.4100000000
64	0.9902200000	4.1070000000	0.5900000000
65	1.0643500000	3.9828000000	0.7100000000
66	0.9493600000	4.0877000000	0.7500000000
67	1.1710100000	3.8465000000	0.9900000000
68	0.9575200000	3.9534000000	0.7000000000
69	1.0477500000	3.9121000000	0.9100000000
70	0.9347800000	4.0000000000	0.8800000000
